site_key,external_large_code,external_large_label,external_middle_code,external_middle_label,external_small_code,external_small_label,internal_large,internal_small,enabled,note
type,3,化学・バイオ関連職,15,化学・バイオ関連職,67,バイオ・食品・医薬系研究開発,素材・化学・食品・医薬,研究開発（医薬・バイオ）,true,
type,3,化学・バイオ関連職,15,化学・バイオ関連職,68,バイオ・食品・医薬系製造開発,素材・化学・食品・医薬,生産管理（化学・食品）,true,
type,3,化学・バイオ関連職,15,化学・バイオ関連職,69,その他医薬・バイオ・食品関連職,素材・化学・食品・医薬,その他,true,

type,4,ビジネスコンサルタント・専門職,16,ビジネスコンサルタント,76,戦略・経営コンサルタント,コンサル・士業,戦略コンサルタント,true,
type,4,ビジネスコンサルタント・専門職,16,ビジネスコンサルタント,77,財務・会計コンサルタント,コンサル・士業,会計・財務アドバイザリー,true,
type,4,ビジネスコンサルタント・専門職,16,ビジネスコンサルタント,78,組織・人事コンサルタント,コンサル・士業,組織人事コンサル,true,
type,4,ビジネスコンサルタント・専門職,16,ビジネスコンサルタント,79,生産・物流コンサルタント,コンサル・士業,業務改革（BPR）コンサル,true,
type,4,ビジネスコンサルタント・専門職,16,ビジネスコンサルタント,80,営業・マーケティングコンサルタント,コンサル・士業,業務改革（BPR）コンサル,true,
type,4,ビジネスコンサルタント・専門職,17,専門職,115,金融アナリスト・トレーダー・商品開発,金融専門職,ディーラー／トレーダー,true,
type,4,ビジネスコンサルタント・専門職,17,専門職,116,ファイナンシャルプランナー・資産運用,金融専門職,アセットマネジメント／運用,true,
type,4,ビジネスコンサルタント・専門職,17,専門職,117,その他金融関連専門職,金融専門職,その他,true,
type,4,ビジネスコンサルタント・専門職,17,専門職,118,不動産関連専門職,コンサル・士業,不動産コンサル,true,
type,4,ビジネスコンサルタント・専門職,17,専門職,135,物流関連職,物流・購買・SCM,ロジスティクス企画,true,
type,4,ビジネスコンサルタント・専門職,17,専門職,81,税理士・公認会計士・弁護士,コンサル・士業,公認会計士,true,
type,4,ビジネスコンサルタント・専門職,17,専門職,73,特許調査・特許技術者,コンサル・士業,弁理士,true,
type,4,ビジネスコンサルタント・専門職,17,専門職,120,翻訳・通訳,事務・アシスタント,翻訳,true,
type,4,ビジネスコンサルタント・専門職,17,専門職,74,テクニカルライター,クリエイティブ・メディア,コピーライター／コンテンツライター,true,
type,4,ビジネスコンサルタント・専門職,17,専門職,82,その他 コンサルタント・専門職,コンサル・士業,その他,true,
